SUMLEV,REGION,DIVISION,STATE,COUNTY,STNAME,CTYNAME,ESTIMATESBASE2020,POPESTIMATE2020,POPESTIMATE2021,POPESTIMATE2022,NPOPCHG2020,NPOPCHG2021,NPOPCHG2022,BIRTHS2020,BIRTHS2021,BIRTHS2022,DEATHS2020,DEATHS2021,DEATHS2022,NATURALCHG2020,NATURALCHG2021,NATURALCHG2022,INTERNATIONALMIG2020,INTERNATIONALMIG2021,INTERNATIONALMIG2022,DOMESTICMIG2020,DOMESTICMIG2021,DOMESTICMIG2022,NETMIG2020,NETMIG2021,NETMIG2022,RESIDUAL2020,RESIDUAL2021,RESIDUAL2022,GQESTIMATESBASE2020,GQESTIMATES2020,GQESTIMATES2021,GQESTIMATES2022,RBIRTH2021,RBIRTH2022,RDEATH2021,RDEATH2022,RNATURALCHG2021,RNATURALCHG2022,RINTERNATIONALMIG2021,RINTERNATIONALMIG2022,RDOMESTICMIG2021,RDOMESTICMIG2022,RNETMIG2021,RNETMIG2022
50,4,8,16,39,Idaho,Elmore County,28665,28669,28941,29403,4,272,462,86,425,439,57,233,260,29,192,179,6,39,107,-38,34,174,-32,73,281,7,7,2,1085,1086,1170,1170,14.75438292,15.04867681,8.08887346,8.912655972,6.66550946,6.136020842,1.353931609,3.667900727,1.180350634,5.964623612,2.534282243,9.632524338
50,4,8,16,41,Idaho,Franklin County,14196,14284,14676,15189,88,392,513,52,212,219,25,104,118,27,108,101,0,1,0,61,287,407,61,288,407,0,-4,5,94,94,94,94,14.64088398,14.66599699,7.182320442,7.902226687,7.458563536,6.7637703,0.069060774,0,19.82044199,27.25598527,19.88950276,27.25598527
50,4,8,16,43,Idaho,Fremont County,13383,13414,13606,13978,31,192,372,47,160,166,27,132,145,20,28,21,0,4,14,8,160,332,8,164,346,3,0,5,467,467,467,467,11.8430792,12.03596288,9.770540341,10.51334107,2.07253886,1.52262181,0.29607698,1.015081207,11.8430792,24.07192575,12.13915618,25.08700696
50,4,8,16,45,Idaho,Gem County,19126,19274,19832,20418,148,558,586,60,210,214,59,270,297,1,-60,-83,0,8,22,160,639,620,160,647,642,-13,-29,27,260,260,260,260,10.74003989,10.63354037,13.80862272,14.75776398,-3.068582826,-4.124223602,0.409144377,1.093167702,32.6804071,30.80745342,33.08955148,31.90062112
50,4,8,16,47,Idaho,Gooding County,15599,15643,15725,15715,44,82,-10,35,168,171,52,209,235,-17,-41,-64,2,11,22,59,107,37,61,118,59,0,5,-5,108,107,108,107,10.71155318,10.8778626,13.32568222,14.94910942,-2.614129049,-4.071246819,0.701351696,1.399491094,6.822239225,2.353689567,7.523590921,3.753180662
50,4,8,16,49,Idaho,Idaho County,16542,16588,17053,17593,46,465,540,26,121,126,42,219,241,-16,-98,-115,0,1,5,66,587,628,66,588,633,-4,-25,22,496,496,496,496,7.193603044,7.273566934,13.019827,13.91213993,-5.826223953,-6.638572995,0.059451265,0.288633609,34.89789245,36.25238123,34.95734372,36.54101484
50,4,8,16,51,Idaho,Jefferson County,30889,31077,32253,33428,188,1176,1175,125,452,468,47,205,226,78,247,242,1,5,5,109,950,905,110,955,910,0,-26,23,175,175,175,175,14.2744355,14.25069655,6.474024949,6.881746624,7.800410548,7.368949925,0.157903048,0.152251032,30.00157903,27.5574367,30.15948208,27.70968773
50,4,8,16,53,Idaho,Jerome County,24241,24268,24745,25311,27,477,566,94,337,353,35,192,223,59,145,130,5,75,165,-41,255,268,-36,330,433,4,2,3,208,208,208,208,13.7514537,14.10420329,7.834656112,8.910020777,5.916797584,5.194182516,3.060412544,6.59261627,10.40540265,10.70800703,13.46581519,17.3006233
50,4,8,16,55,Idaho,Kootenai County,171374,172790,180146,183578,1416,7356,3432,456,1861,1921,357,1765,1910,99,96,11,0,-37,-52,1429,7635,3390,1429,7598,3338,-112,-338,83,1752,1753,1753,1753,10.54582134,10.56295433,10.00181336,10.50246891,0.544007979,0.060485423,-0.209669742,-0.285931091,43.26563456,18.64050764,43.05596482,18.35457655
50,4,8,16,57,Idaho,Latah County,39518,39629,40397,40978,111,768,581,109,425,435,64,260,281,45,165,154,4,51,142,52,546,307,56,597,449,10,6,-22,2667,2661,2667,2673,10.621548,10.69124424,6.497888186,6.906298003,4.123659811,3.784946237,1.27458576,3.490015361,13.64556519,7.5453149,14.92015095,11.03533026
50,4,8,16,59,Idaho,Lemhi County,7976,7958,8136,8240,-18,178,104,7,53,55,30,139,159,-23,-86,-104,0,1,0,6,277,202,6,278,202,-1,-14,6,73,73,73,73,6.586305455,6.717147045,17.27351808,19.41866146,-10.68721263,-12.70151441,0.124269914,0,34.42276625,24.67024915,34.54703616,24.67024915
50,4,8,16,61,Idaho,Lewis County,3528,3528,3709,3763,0,181,54,11,44,46,11,52,60,0,-8,-14,0,0,0,1,197,69,1,197,69,-1,-8,-1,106,106,106,106,12.1597347,12.31263383,14.37059555,16.05995717,-2.210860854,-3.74732334,0,0,54.44244853,18.46895075,54.44244853,18.46895075
50,4,8,16,63,Idaho,Lincoln County,5123,5129,5260,5329,6,131,69,10,56,56,3,59,61,7,-3,-5,0,6,13,0,134,62,0,140,75,-1,-6,-1,39,39,39,39,10.78063336,10.57701388,11.35816729,11.52139012,-0.57753393,-0.944376239,1.15506786,2.455378223,25.79651555,11.71026537,26.95158341,14.16564359
50,4,8,16,65,Idaho,Madison County,52908,52929,54114,54976,21,1185,862,277,1101,1138,44,203,222,233,898,916,-2,20,65,-213,244,-84,-215,264,-19,3,23,-35,14758,14736,14890,14793,20.57117233,20.8635072,3.792868287,4.070033917,16.77830405,16.79347328,0.373681605,1.191676597,4.558915576,-1.540012833,4.932597181,-0.348336236
50,4,8,16,67,Idaho,Minidoka County,21582,21666,21945,22194,84,279,249,67,274,280,47,216,239,20,58,41,1,27,48,63,190,164,64,217,212,0,4,-4,79,79,79,79,12.56563711,12.68719273,9.905757722,10.82942523,2.659879388,1.857767507,1.238219715,2.174947326,8.713397996,7.431070029,9.951617711,9.606017354
50,4,8,16,69,Idaho,Nez Perce County,42089,42141,42509,43004,52,368,495,114,454,467,125,568,628,-11,-114,-161,0,5,7,56,475,653,56,480,660,7,2,-4,1111,1111,1112,1111,10.72652097,10.92231591,13.41996456,14.68782524,-2.693443591,-3.765509338,0.118133491,0.163717797,11.22268163,15.27253166,11.34081512,15.43624946
50,4,8,16,71,Idaho,Oneida County,4563,4562,4588,4712,-1,26,124,8,37,38,11,46,50,-3,-9,-12,0,0,0,3,34,133,3,34,133,-1,1,3,41,41,41,41,8.087431694,8.172043011,10.05464481,10.75268817,-1.967213115,-2.580645161,0,0,7.431693989,28.60215054,7.431693989,28.60215054
50,4,8,16,73,Idaho,Owyhee County,11914,11994,12348,12613,80,354,265,34,141,142,28,143,156,6,-2,-14,0,2,6,79,366,270,79,368,276,-5,-12,3,155,155,155,155,11.58491496,11.37774929,11.74924,12.49949922,-0.164325035,-1.12174993,0.164325035,0.48074997,30.07148139,21.63374865,30.23580643,22.11449862
50,4,8,16,75,Idaho,Payette County,25385,25583,26377,26956,198,794,579,68,326,332,55,287,317,13,39,15,0,3,-7,197,777,553,197,780,546,-12,-25,18,178,176,174,177,12.54811393,12.45007781,11.0469592,11.8875743,1.501154734,0.562503516,0.115473441,-0.262501641,29.90762125,20.73762961,30.02309469,20.47512797
50,4,8,16,77,Idaho,Power County,7874,7877,7959,8068,3,82,109,18,86,89,11,79,91,7,7,-2,0,10,24,-4,62,89,-4,72,113,0,3,-2,57,57,57,57,10.86132862,11.10625819,9.977266987,11.35583703,0.884061632,-0.249578836,1.262945188,2.994946029,7.830260167,11.10625819,9.093205355,14.10120422
50,4,8,16,79,Idaho,Shoshone County,13164,13195,13659,14012,31,464,353,38,150,154,33,198,214,5,-48,-60,0,0,-1,25,539,397,25,539,396,1,-27,17,185,185,185,184,11.17152007,11.13078674,14.74640649,15.4674569,-3.574886423,-4.33667016,0,-0.072277836,40.14299546,28.69430089,40.14299546,28.62202306
50,4,8,16,81,Idaho,Teton County,11633,11735,12294,12544,102,559,250,33,128,132,13,48,56,20,80,76,0,-1,1,91,505,158,91,504,159,-9,-25,15,22,22,22,22,10.65379333,10.62887511,3.9951725,4.509219744,6.658620833,6.119655367,-0.08323276,0.080521781,42.03254401,12.72244142,41.94931125,12.8029632
50,4,8,16,83,Idaho,Twin Falls County,90045,90361,92357,93696,316,1996,1339,289,1117,1143,234,1004,1136,55,113,7,3,37,88,259,1889,1231,262,1926,1319,-1,-43,13,1708,1708,1714,1709,12.2264911,12.2868215,10.98961241,12.21157412,1.236878687,0.075247376,0.404995676,0.945967009,20.67667115,13.23278851,21.08166683,14.17875552
50,4,8,16,85,Idaho,Valley County,11744,11842,12264,12464,98,422,200,23,88,91,18,90,104,5,-2,-13,0,-2,-3,104,450,209,104,448,206,-11,-24,7,140,140,139,139,7.301086866,7.360077645,7.467020659,8.411517308,-0.165933792,-1.051439664,-0.165933792,-0.242639922,37.33510329,16.90391459,37.1691695,16.66127467
50,4,8,16,87,Idaho,Washington County,10500,10559,10887,11087,59,328,200,27,97,100,37,168,190,-10,-71,-90,0,1,-1,75,414,282,75,415,281,-6,-16,9,146,146,146,146,9.04597594,9.101665605,15.6672573,17.29316465,-6.621281358,-8.191499044,0.093257484,-0.091016656,38.60859834,25.66669701,38.70185582,25.57568035
40,2,3,17,0,Illinois,Illinois,12812545,12786580,12686469,12582032,-25965,-100111,-104437,33454,131658,131491,35347,128282,126625,-1893,3376,4866,507,11436,31529,-24768,-115624,-141656,-24261,-104188,-110127,189,701,824,275397,275450,275526,275348,10.33704289,10.407503,10.07197843,10.02235946,0.265064461,0.385143543,0.897890158,2.495518037,-9.078143728,-11.21206201,-8.180253569,-8.716543969
50,2,3,17,1,Illinois,Adams County,65727,65612,65146,64725,-115,-466,-421,169,746,746,179,861,851,-10,-115,-105,0,2,-4,-106,-377,-296,-106,-375,-300,1,24,-16,1626,1626,1624,1627,11.41039172,11.48832303,13.16936631,13.10531219,-1.758974594,-1.616989166,0.030590863,-0.061599587,-5.766377583,-4.558369459,-5.735786721,-4.619969046
50,2,3,17,3,Illinois,Alexander County,5242,5173,5032,4858,-69,-141,-174,10,55,56,23,113,115,-13,-58,-59,0,0,0,-52,-79,-118,-52,-79,-118,-4,-4,3,82,82,82,82,10.77902989,11.32457027,22.14600686,23.25581395,-11.36697697,-11.93124368,0,0,-15.48260657,-23.86248736,-15.48260657,-23.86248736
50,2,3,17,5,Illinois,Bond County,16729,16688,16633,16566,-41,-55,-67,44,143,144,47,199,197,-3,-56,-53,0,3,9,-36,-15,-15,-36,-12,-6,-2,13,-8,2362,2361,2352,2365,8.583175775,8.674960089,11.94441944,11.86782734,-3.36124366,-3.192867255,0.180066625,0.542185006,-0.900333123,-0.903641676,-0.720266499,-0.36145667
50,2,3,17,7,Illinois,Boone County,53446,53334,53199,53154,-112,-135,-45,135,528,532,118,477,485,17,51,47,0,-3,-2,-121,-198,-76,-121,-201,-78,-8,15,-14,267,267,267,267,9.912421503,10.00441925,8.954971699,9.120570177,0.957449804,0.883849069,-0.056320577,-0.037610599,-3.717158064,-1.429202749,-3.77347864,-1.466813348
50,2,3,17,9,Illinois,Brown County,6247,6233,6443,6330,-14,210,-113,12,59,59,8,71,72,4,-12,-13,0,2,4,-17,231,-110,-17,233,-106,-1,-11,6,1724,1724,1723,1724,9.308930262,9.238236906,11.20227201,11.27378063,-1.893341748,-2.035543725,0.315556958,0.626321146,36.44682865,-17.22383152,36.76238561,-16.59751037
50,2,3,17,11,Illinois,Bureau County,33229,33172,32961,32828,-57,-211,-133,83,332,332,91,469,464,-8,-137,-132,0,4,11,-45,-97,5,-45,-93,16,-4,19,-17,412,412,409,411,10.04037319,10.09287267,14.18353923,14.10570156,-4.143166044,-4.012828892,0.120968352,0.334402408,-2.933482528,0.152001094,-2.812514176,0.486403502
50,2,3,17,13,Illinois,Calhoun County,4435,4404,4385,4360,-31,-19,-25,6,47,47,17,68,69,-11,-21,-22,0,0,0,-19,1,-1,-19,1,-1,-1,1,-2,85,85,85,85,10.69518717,10.74899943,15.47388781,15.78044597,-4.778700649,-5.031446541,0,0,0.227557174,-0.228702115,0.227557174,-0.228702115
50,2,3,17,15,Illinois,Carroll County,15705,15667,15674,15529,-38,7,-145,36,133,133,69,252,255,-33,-119,-122,0,2,4,-5,123,-18,-5,125,-14,0,1,-9,1233,1231,1232,1234,8.487285026,8.524821331,16.08117163,16.34458225,-7.593886602,-7.81976092,0.127628346,0.256385604,7.849143295,-1.153735218,7.976771641,-0.897349614
50,2,3,17,17,Illinois,Cass County,13044,12985,12798,12657,-59,-187,-141,38,167,167,30,161,158,8,6,9,0,26,81,-63,-211,-235,-63,-185,-154,-4,-8,4,127,127,127,127,12.9542722,13.12119426,12.48884924,12.41406404,0.465422953,0.70713023,2.016832797,6.364172068,-16.36737385,-18.463956,-14.35054105,-12.09978393
50,2,3,17,19,Illinois,Champaign County,205863,205629,206708,206542,-234,1079,-166,524,2082,2086,345,1477,1467,179,605,619,30,708,1889,-441,-392,-2734,-411,316,-845,-2,158,60,15050,15055,15220,15045,10.09853591,10.09558379,7.164043004,7.099818512,2.934492903,2.995765275,3.434084256,9.142165759,-1.901357385,-13.23169994,1.532726872,-4.08953418
50,2,3,17,21,Illinois,Christian County,34031,33950,33721,33436,-81,-229,-285,83,294,295,98,470,466,-15,-176,-171,0,1,2,-65,-75,-106,-65,-74,-104,-1,21,-10,2907,2907,2907,2904,8.689098728,8.785383504,13.89073606,13.87792784,-5.201637334,-5.092544336,0.029554758,0.059561922,-2.216606818,-3.156781869,-2.187052061,-3.097219947
50,2,3,17,23,Illinois,Clark County,15457,15423,15354,15229,-34,-69,-125,48,179,180,44,228,226,4,-49,-46,0,0,0,-36,-29,-74,-36,-29,-74,-2,9,-5,229,229,229,228,11.6320629,11.77124546,14.8162589,14.77945264,-3.184195991,-3.008207174,0,0,-1.884524158,-4.839289802,-1.884524158,-4.839289802
50,2,3,17,25,Illinois,Clay County,13290,13271,13154,13047,-19,-117,-107,32,154,154,39,189,191,-7,-35,-37,0,0,0,-12,-88,-68,-12,-88,-68,0,6,-2,276,276,276,276,11.65562914,11.75527652,14.30463576,14.5795962,-2.649006623,-2.824319682,0,0,-6.660359508,-5.190641579,-6.660359508,-5.190641579
50,2,3,17,27,Illinois,Clinton County,36906,36913,36886,36909,7,-27,23,96,386,383,96,401,401,0,-15,-18,0,15,39,0,-53,21,0,-38,60,7,26,-19,1761,1761,1761,1761,10.46084635,10.38010705,10.86735593,10.86794498,-0.406509573,-0.487837929,0.406509573,1.05698218,-1.436333826,0.569144251,-1.029824252,1.626126431
50,2,3,17,29,Illinois,Coles County,46865,46761,46809,46334,-104,48,-475,117,459,460,148,609,618,-31,-150,-158,0,18,33,-77,153,-350,-77,171,-317,4,27,0,2703,2701,2687,2706,9.810836807,9.877285464,13.01699263,13.2699183,-3.206155819,-3.392632833,0.384738698,0.70858787,3.270278936,-7.515325897,3.655017634,-6.806738026
50,2,3,17,31,Illinois,Cook County,5275522,5261249,5177606,5109292,-14273,-83643,-68314,14092,55476,55365,15800,49864,49015,-1708,5612,6350,251,6598,18392,-12984,-93390,-94344,-12733,-86792,-75952,168,-2463,1288,80401,80519,80632,80364,10.62875191,10.76417789,9.553538199,9.529597747,1.075213709,1.234580143,1.264123316,3.575810706,-17.89276697,-18.34255574,-16.62864366,-14.76674504
50,2,3,17,33,Illinois,Crawford County,18672,18648,18691,18536,-24,43,-155,42,174,175,42,236,236,0,-62,-61,0,0,-2,-25,97,-89,-25,97,-91,1,8,-3,1341,1341,1341,1341,9.320013927,9.401778279,12.64093843,12.67896957,-3.320924503,-3.277191286,0,-0.107448895,5.195639948,-4.781475811,5.195639948,-4.888924705
50,2,3,17,35,Illinois,Cumberland County,10448,10429,10343,10324,-19,-86,-19,22,118,119,27,132,138,-5,-14,-19,0,1,3,-14,-74,2,-14,-73,5,0,1,-5,96,96,96,96,11.3614481,11.51594329,12.70941652,13.35462331,-1.347968419,-1.838680021,0.096283459,0.290317898,-7.124975929,0.193545265,-7.028692471,0.483863164
50,2,3,17,37,Illinois,DeKalb County,100415,100253,100472,100232,-162,219,-240,301,1023,1024,231,872,862,70,151,162,3,117,293,-229,-100,-696,-226,17,-403,-6,51,1,4829,4824,4809,4826,10.19305019,10.20408163,8.688504172,8.589764031,1.504546021,1.614317602,1.165774069,2.919722577,-0.996388093,-6.935586735,0.169385976,-4.015864158
50,2,3,17,39,Illinois,De Witt County,15510,15450,15379,15310,-60,-71,-69,45,155,156,60,235,238,-15,-80,-82,0,1,1,-42,2,18,-42,3,19,-3,6,-6,163,163,163,163,10.05546726,10.16650917,15.24538584,15.51044348,-5.189918583,-5.343934309,0.064873982,0.065169931,0.129747965,1.173058751,0.194621947,1.238228681
50,2,3,17,41,Illinois,Douglas County,19734,19758,19740,19755,24,-18,15,62,264,266,48,223,221,14,41,45,0,4,8,6,-75,-32,6,-71,-24,4,12,-6,227,227,227,227,13.36776546,13.4700595,11.29171097,11.19129004,2.076054484,2.278769465,0.202541901,0.405114572,-3.797660641,-1.620458286,-3.59511874,-1.215343714
50,2,3,17,43,Illinois,DuPage County,932877,931244,926448,920901,-1633,-4796,-5547,2387,9260,9245,2088,7361,7257,299,1899,1988,93,1254,3528,-1961,-8101,-11275,-1868,-6847,-7747,-64,152,212,13839,13838,13830,13856,9.969359829,10.00893713,7.924887441,7.856663792,2.044472388,2.152273339,1.350062335,3.819527334,-8.721574944,-12.20668103,-7.371512608,-8.3871537
50,2,3,17,45,Illinois,Edgar County,16868,16796,16589,16433,-72,-207,-156,39,183,183,56,284,286,-17,-101,-103,0,-1,0,-51,-109,-48,-51,-110,-48,-4,4,-5,370,370,370,370,10.96300734,11.08352008,17.01362888,17.32178548,-6.050621537,-6.238265399,-0.059907144,0,-6.529878688,-2.907152807,-6.589785832,-2.907152807
50,2,3,17,47,Illinois,Edwards County,6247,6208,6086,6071,-39,-122,-15,7,62,62,29,93,94,-22,-31,-32,0,1,1,-15,-91,18,-15,-90,19,-2,-1,-2,20,20,20,20,10.08622092,10.19988484,15.12933138,15.46434153,-5.04311046,-5.264456692,0.162680983,0.164514272,-14.80396942,2.961256889,-14.64128843,3.125771161
50,2,3,17,49,Illinois,Effingham County,34671,34695,34531,34325,24,-164,-206,120,423,421,70,435,430,50,-12,-9,0,7,19,-30,-174,-209,-30,-167,-190,4,15,-7,408,408,408,408,12.22084188,12.22841873,12.56753243,12.48983386,-0.34669055,-0.261415127,0.202236154,0.55187638,-5.027012972,-6.070640177,-4.824776818,-5.518763797
50,2,3,17,51,Illinois,Fayette County,21492,21483,21447,21305,-9,-36,-142,55,238,236,55,268,270,0,-30,-34,0,3,1,-14,-22,-106,-14,-19,-105,5,13,-3,2428,2428,2428,2424,11.08781738,11.04041916,12.48544142,12.63098802,-1.397624039,-1.590568862,0.139762404,0.046781437,-1.024924295,-4.958832335,-0.885161891,-4.912050898
50,2,3,17,53,Illinois,Ford County,13531,13517,13491,13249,-14,-26,-242,34,144,145,56,233,237,-22,-89,-92,0,9,20,5,47,-176,5,56,-156,3,7,6,307,307,307,307,10.66350711,10.84517577,17.25414692,17.72625281,-6.59063981,-6.881077038,0.666469194,1.495886313,3.480450237,-13.16379955,4.146919431,-11.66791324
50,2,3,17,55,Illinois,Franklin County,37798,37685,37498,37242,-113,-187,-256,98,358,357,128,598,585,-30,-240,-228,0,2,2,-81,24,-9,-81,26,-7,-2,27,-21,305,305,305,305,9.523429499,9.553117474,15.90785151,15.65426813,-6.38442201,-6.101150656,0.053203517,0.053518865,0.638442201,-0.240834894,0.691645718,-0.187316029
50,2,3,17,57,Illinois,Fulton County,33611,33488,33313,33021,-123,-175,-292,87,305,305,126,534,525,-39,-229,-220,0,1,0,-79,29,-59,-79,30,-59,-5,24,-13,1965,1965,1965,1965,9.131599826,9.195887479,15.98778461,15.82898664,-6.856184788,-6.633099165,0.029939672,0,0.868250475,-1.778876594,0.898190147,-1.778876594
50,2,3,17,59,Illinois,Gallatin County,4948,4938,4907,4855,-10,-31,-52,9,49,49,21,84,87,-12,-35,-38,0,0,1,1,2,-13,1,2,-12,1,2,-2,85,84,85,85,9.954291519,10.03892645,17.06449975,17.82421635,-7.110208228,-7.7852899,0,0.20487605,0.406297613,-2.66338865,0.406297613,-2.4585126
50,2,3,17,61,Illinois,Greene County,11988,11936,11851,11651,-52,-85,-200,24,113,113,37,196,200,-13,-83,-87,0,0,0,-38,-6,-110,-38,-6,-110,-1,4,-3,112,112,112,112,9.500987935,9.616202876,16.47958969,17.0198281,-6.978601757,-7.403625223,0,0,-0.504477235,-9.360905455,-0.504477235,-9.360905455
50,2,3,17,63,Illinois,Grundy County,52544,52517,52929,53041,-27,412,112,124,497,496,127,535,542,-3,-38,-46,0,18,37,-29,408,153,-29,426,190,5,24,-32,219,219,219,219,9.426625951,9.361139945,10.14737401,10.22931018,-0.720748061,-0.868170237,0.341406976,0.698310843,7.738558125,2.887609701,8.079965101,3.585920544
50,2,3,17,65,Illinois,Hamilton County,7993,7997,7923,7984,4,-74,61,31,92,93,26,131,133,5,-39,-40,0,0,0,-2,-37,104,-2,-37,104,1,2,-3,89,89,89,89,11.55778895,11.69296536,16.45728643,16.72219778,-4.899497487,-5.029232413,0,0,-4.648241206,13.07600428,-4.648241206,13.07600428
50,2,3,17,67,Illinois,Hancock County,17621,17547,17388,17244,-74,-159,-144,44,186,186,62,268,266,-18,-82,-80,0,0,-2,-51,-82,-59,-51,-82,-61,-5,5,-3,178,178,178,178,10.64834693,10.74151074,15.34277945,15.36151536,-4.694432518,-4.62000462,0,-0.115500116,-4.694432518,-3.407253407,-4.694432518,-3.522753523
50,2,3,17,69,Illinois,Hardin County,3647,3641,3650,3597,-6,9,-53,10,30,30,15,72,75,-5,-42,-45,0,-1,-1,-1,52,-5,-1,51,-6,0,0,-2,41,41,41,41,8.229323824,8.279287981,19.75037718,20.69821995,-11.52105335,-12.41893197,-0.274310794,-0.275976266,14.2641613,-1.37988133,13.9898505,-1.655857596
50,2,3,17,71,Illinois,Henderson County,6385,6334,6304,6151,-51,-30,-153,9,51,51,27,105,109,-18,-54,-58,0,0,1,-31,22,-98,-31,22,-97,-2,2,2,41,41,41,40,8.070897294,8.189482136,16.61655325,17.50301084,-8.545655958,-9.313528703,0,0.160578081,3.481563539,-15.73665195,3.481563539,-15.57607387
50,2,3,17,73,Illinois,Henry County,49290,49172,48868,48419,-118,-304,-449,129,442,441,161,678,677,-32,-236,-236,0,0,-4,-85,-88,-198,-85,-88,-202,-1,20,-11,739,738,740,737,9.016727866,9.065959481,13.83108935,13.91758406,-4.814361485,-4.851624575,0,-0.082230925,-1.795185639,-4.070430787,-1.795185639,-4.152661712
50,2,3,17,75,Illinois,Iroquois County,27079,26977,26761,26473,-102,-216,-288,75,247,249,100,432,421,-25,-185,-172,0,0,1,-70,-48,-114,-70,-48,-113,-7,17,-3,382,382,382,382,9.192750009,9.354923545,16.07800811,15.81695909,-6.885258104,-6.462035541,0,0.037569974,-1.786445346,-4.282977045,-1.786445346,-4.245407071
50,2,3,17,77,Illinois,Jackson County,52984,52906,52666,52617,-78,-240,-49,146,600,600,146,599,595,0,1,5,1,76,200,-78,-331,-244,-77,-255,-44,-1,14,-10,3063,3056,3041,3061,11.36665025,11.39785151,11.34770583,11.30286941,0.018944417,0.094982096,1.439775698,3.799283835,-6.270602054,-4.635126279,-4.830826355,-0.835842444
50,2,3,17,79,Illinois,Jasper County,9288,9240,9204,9212,-48,-36,8,22,98,99,29,99,102,-7,-1,-3,0,2,2,-37,-41,13,-37,-39,15,-4,4,-4,119,118,119,117,10.62676209,10.75152042,10.73519844,11.07732407,-0.108436348,-0.325803649,0.216872696,0.217202433,-4.445890262,1.411815812,-4.229017567,1.629018245
50,2,3,17,81,Illinois,Jefferson County,37118,36998,36882,36400,-120,-116,-482,88,403,403,126,546,547,-38,-143,-144,0,4,10,-81,5,-346,-81,9,-336,-1,18,-2,1692,1692,1692,1692,10.90958311,10.99860812,14.7807255,14.92863186,-3.871142393,-3.930023744,0.108283703,0.272918316,0.135354629,-9.442973718,0.243638332,-9.170055402
50,2,3,17,83,Illinois,Jersey County,21520,21495,21370,21246,-25,-125,-124,49,203,205,69,320,322,-20,-117,-117,0,2,8,-9,-21,-7,-9,-19,1,4,11,-8,703,703,699,703,9.471596874,9.6207997,14.93059606,15.11169514,-5.458999183,-5.490895438,0.093316225,0.375445842,-0.979820366,-0.328515112,-0.886504141,0.04693073
50,2,3,17,85,Illinois,Jo Daviess County,22042,22057,21932,21758,15,-125,-174,44,144,145,68,301,303,-24,-157,-158,0,1,-4,40,26,1,40,27,-3,-1,5,-13,202,203,202,202,6.547091318,6.637674525,13.68523949,13.8704509,-7.138148173,-7.232776379,0.045465912,-0.183108263,1.18211371,0.045777066,1.227579622,-0.137331197
50,2,3,17,87,Illinois,Johnson County,13310,13322,13471,13381,12,149,-90,31,98,98,32,163,163,-1,-65,-65,0,0,2,11,221,-23,11,221,-21,2,-7,-4,2462,2462,2460,2458,7.31534356,7.299270073,12.16735715,12.14062267,-4.852013586,-4.841352599,0,0.148964695,16.49684619,-1.713093997,16.49684619,-1.564129301
50,2,3,17,89,Illinois,Kane County,516520,516141,516183,514182,-379,42,-2001,1460,5569,5563,1123,4045,3959,337,1524,1604,5,190,466,-765,-1941,-4097,-760,-1751,-3631,44,269,26,5498,5499,5491,5502,10.78924834,10.79811523,7.836686932,7.684655438,2.952561405,3.113459793,0.368101488,0.90453383,-3.760447301,-7.952521679,-3.392345814,-7.047987849
50,2,3,17,91,Illinois,Kankakee County,107508,107250,106652,106074,-258,-598,-578,280,1134,1136,340,1310,1314,-60,-176,-178,0,42,113,-198,-506,-493,-198,-464,-380,0,42,-20,3867,3866,3851,3870,10.60298641,10.68040578,12.24859983,12.35392007,-1.645613412,-1.673514286,0.392703201,1.062399519,-4.731138559,-4.635070466,-4.338435358,-3.572670948
50,2,3,17,93,Illinois,Kendall County,131868,132348,134948,137254,480,2600,2306,379,1387,1387,170,750,749,209,637,638,1,61,146,230,1888,1556,231,1949,1702,40,14,-34,369,369,369,369,10.3780079,10.19096112,5.611756255,5.503265957,4.766251646,4.687695168,0.456422842,1.07273275,14.12666108,11.43268602,14.58308392,12.50541877
50,2,3,17,95,Illinois,Knox County,49971,49799,49347,48640,-172,-452,-707,125,509,509,160,799,803,-35,-290,-294,0,46,133,-129,-229,-552,-129,-183,-419,-8,21,6,3622,3622,3619,3625,10.26768604,10.38913325,16.11764469,16.38992928,-5.849958647,-6.000796024,0.927924475,2.71464582,-4.619450104,-11.2668007,-3.691525629,-8.552154878
50,2,3,17,97,Illinois,Lake County,714351,713251,712160,709150,-1100,-1091,-3010,1692,6534,6515,1643,5535,5429,49,999,1086,104,526,1823,-1215,-2869,-6033,-1111,-2343,-4210,-38,253,114,19966,19957,19969,19973,9.167882106,9.167598905,7.766181123,7.639431229,1.401700983,1.528167676,0.73803275,2.56523911,-4.025505626,-8.489351373,-3.287472876,-5.924112263
50,2,3,17,99,Illinois,LaSalle County,109663,109421,109139,108078,-242,-282,-1061,255,1051,1053,338,1485,1445,-83,-434,-392,0,26,37,-164,42,-707,-164,68,-670,5,84,1,2892,2891,2893,2890,9.61749634,9.695373751,13.58894583,13.30466768,-3.971449488,-3.609293932,0.237920937,0.340673152,0.384333821,-6.509619413,0.622254758,-6.168946261
50,2,3,17,101,Illinois,Lawrence County,15283,15258,15216,14914,-25,-42,-302,32,141,142,33,212,210,-1,-71,-68,0,2,4,-26,21,-244,-26,23,-240,2,6,6,2274,2274,2274,2272,9.253790116,9.42582144,13.91350003,13.93959509,-4.659709917,-4.513773648,0.131259434,0.265516097,1.37822406,-16.19648191,1.509483494,-15.93096581
